SK_ID_CURR,TARGET
100001,0.06518609161468851
100005,0.12389672852898717
100013,0.08865736380572929
100028,0.05860083508369494
100038,0.13066826943131007
100042,0.05940115575786014
100057,0.08939043881213386
100065,0.12053754586037986
100066,0.0486094701578944
100067,0.1109035622617233
100074,0.06489890515040032
100090,0.11314777272455542
100091,0.11424497828891257
100092,0.10956769226348757
100106,0.16064875135270076
100107,0.12074267135562188
100109,0.11032691940187041
100117,0.08441515789984579
100128,0.07927845341756981
100141,0.09847768439502572
100150,0.07240348660580116
100168,0.06569164014120885
100169,0.04434201017425491
100170,0.08286241227288747
100171,0.10479801693749427
100172,0.12050036249787235
100184,0.07520857161918017
100187,0.06271006735145096
100212,0.08974554747590509
100222,0.09275766979721106
100223,0.05803217788442285
100232,0.06808936646835802
100241,0.12952190985772097
100245,0.07414605330179208
100253,0.0660676347328995
100256,0.09864862121503369
100271,0.06186578669611502
100278,0.10214605291864498
100280,0.07471928621138728
100306,0.14275915139376977
100311,0.10616163423358638
100312,0.06026778964116658
100330,0.08079011550768672
100331,0.0989943173004826
100352,0.10125728326169314
100358,0.09320497925127182
100367,0.08974992123217695
100382,0.0850392389215143
100384,0.07300359542054187
100385,0.11643358119001529
100386,0.09008886495505355
100399,0.06845031184082097
100404,0.06727293752125306
100416,0.0750110979837776
100422,0.11417605027525785
100426,0.0849400833770166
100438,0.06556827746234341
100444,0.10199006087413451
100445,0.11688974894137673
100446,0.11823444820162572
100447,0.06533375091285533
100450,0.0751789885907112
100466,0.08847989860506277
100483,0.07135126666157708
100484,0.053883788427546875
100494,0.08036252173903648
100510,0.13164067402786056
100512,0.06180470475855908
100517,0.06829164727925756
100548,0.06035956720953727
100551,0.06999629411352888
100552,0.13216719993168807
100553,0.08552786169408108
100561,0.09640070612665477
100568,0.1119163992868909
100569,0.06785413313346433
100591,0.10424854531235728
100592,0.0474616853467578
100602,0.10054714434433096
100607,0.08588282225541588
100613,0.08453654975761482
100617,0.0761087243969948
100618,0.09484829045179943
100622,0.15103005174577988
100625,0.11663558710087446
100677,0.08279141150843482
100699,0.08147250617770141
100702,0.12983342718290358
100711,0.08280989132842037
100729,0.1285884765115406
100740,0.10899437510358344
100744,0.10119819943656862
100745,0.09837332205603702
100747,0.10414720924217984
100751,0.10452648278586844
100752,0.09626815628054584
100753,0.15777958114874258
100754,0.10550009399160734
100760,0.10633440293763612
100762,0.08914879048284662
100763,0.0824225687365473
100765,0.07823777338076345
100770,0.10221249448113655
100772,0.08553467270987263
100777,0.08903922196119683
100791,0.06993953902269436
100792,0.05793791886091634
100797,0.08528116344622189
100823,0.09772613869521303
100826,0.08558065926559871
100830,0.06363938727606634
100836,0.12196172515641378
100872,0.08758148485651736
100910,0.09112862653867917
100913,0.059276245224821125
100918,0.07762504053364712
100931,0.059933403220412594
100952,0.12634930596461352
100953,0.09884324387913344
100965,0.11196375670381493
100970,0.08172131953898304
100982,0.11537428495992208
100983,0.09222889109516583
100984,0.06246125994011002
100987,0.12056544052801159
100997,0.08784058647412105
100998,0.13121685587780915
101002,0.09694273757311075
101005,0.12824478547436233
101008,0.11786958045392534
101020,0.09372470404579926
101021,0.08915017125304028
101024,0.09371262554383782
101025,0.1327530160871606
101026,0.09256668670766777
101031,0.0829173657829605
101041,0.05730196469614343
101051,0.059700725563342064
101055,0.08792629923892105
101056,0.13423860828553408
101057,0.10650366050104651
101064,0.08205644153440819
101079,0.09027167778282173
